call_id,date,agent_name,call_type,direction,duration_mins,transcript,channel,sla_met
CALL-1035,2026-08-19,Amit,escalation,inbound,9,"Agent: Good morning, customer support, Amit speaking. How can I help you today?
Customer: This is my third call about a refund that never arrived. I want it escalated.
Agent: I'm sorry you've had to call back this many times, that's genuinely frustrating.
Customer: Do you want my order number to look it up?
Agent: No need, I'll raise the escalation on what you've told me.
Customer: Alright. What happens now?
Agent: Unresolved after two contacts is an escalation trigger, so a senior agent is assigned within 2 hours and owns it until closure.
Customer: How do I know it's really been raised?
Agent: You'll get an email and an SMS with the escalation reference and the senior agent's name.
Customer: And a resolution?
Agent: Within 24 hours, or they'll call you with a committed date. To summarise: escalation raised, senior agent within 2 hours, email and SMS to follow. Thank you for your patience, have a good day.",phone,No
CALL-1036,2026-08-18,Priya,repair,inbound,11,"Agent: Good morning, thank you for writing to repair services. My name is Priya and I'll be handling your case.
Customer: Hello, my treadmill's incline motor has stopped responding to the console.
Agent: Thank you for the detail, an unresponsive incline motor is a service-centre job rather than something to troubleshoot at home. Could you confirm your account name and order ID?
Customer: Devendra Iyer, ORD-5470.
Agent: Verified, thank you Devendra. I'm registering this as a repair request, and you'll have an acknowledgement with a ticket number within 24 hours.
Customer: What's the expected turnaround?
Agent: A standard repair is completed within 7 business days from when we receive the unit at the service centre.
Customer: The motor may need to be ordered in, though.
Agent: If a part has to come from the manufacturer it's reclassified as a complex repair, up to 14 business days, and I'll write to you the moment that happens.
Customer: Will I be kept informed in between?
Agent: You'll get an SMS at each stage, and if we exceed the SLA you're entitled to a free temporary unit. To summarise: repair ticket raised on ORD-5470, 7 business day standard SLA, SMS updates throughout. Thank you for contacting us, Devendra, have a good day.",email,Yes
CALL-1037,2026-08-17,Sara,logistics,outbound,6,"Agent: Good afternoon, this is Sara from the returns team, calling about the return on your recent order. Is now a good time?
Customer: Yes, that's fine.
Agent: Thank you. Could you confirm your account name and order ID for security?
Customer: Nandita Bose, ORD-7712.
Agent: Verified, thank you Nandita. I'm calling because the courier attempted pickup twice and couldn't reach you.
Customer: I was out both times. Can it be rebooked?
Agent: Already done, for Friday between 9 am and 1 pm. Your return tracking number is RTN-41088 and I'm sending it by SMS now.
Customer: Do I need to print anything?
Agent: Just the prepaid return label from your email, and pack the item in its original box where possible.
Customer: And the refund timing?
Agent: Within 5-7 business days of the item being received and inspected at the warehouse. To summarise: pickup Friday 9 am to 1 pm, tracking RTN-41088 by SMS, refund within 5-7 business days of receipt. Thank you for your time, Nandita, have a great day.",phone,Yes
CALL-1038,2026-08-16,James,device,inbound,5,"Agent: Hello, welcome to device support chat, this is James. How can I help you today?
Customer: My smart doorbell keeps showing offline in the app even though the light is on.
Agent: I'm sorry about that, an offline status with the light on usually means the cloud link has dropped. Could you confirm your account name and registered email?
Customer: Aakash Nair, aakash.n@example.com.
Agent: Thank you, Aakash, verified. I'm logging this as a device support request and sending you our basic troubleshooting guide.
Customer: Which step should I start with?
Agent: Step 6, re-linking the doorbell to your cloud account.
Customer: Okay, trying it now. It's asking me for a pairing code I don't have.
Agent: It's on the back plate of the unit.
Customer: I've taken it down, but where exactly? And should I book that screen share you mentioned?
Agent: Agent has ended the chat.",chat,No
CALL-1039,2026-08-15,Rahul,escalation,inbound,12,"Agent: Good morning, thank you for calling customer support, this is Rahul. How may I assist you?
Customer: My replacement was promised two weeks ago and it still hasn't shipped. Put me through to a manager.
Agent: I'm sorry, a two-week wait on a dispatch is well outside what we commit to. May I have your order ID and account name so I can review the case?
Customer: ORD-6377, Anil Kapadia.
Agent: Thank you, Anil, verified. The replacement was approved 14 days ago against a 3-5 business day dispatch, so that's an SLA breach, and you've also asked for a manager.
Customer: So what does that get me?
Agent: Both are escalation triggers, so I'm raising a formal escalation now. A senior agent is assigned within 2 hours and owns the case until closure.
Customer: And I'll hear from them how?
Agent: By email and SMS, with the escalation reference and the agent's name. They work to a 24-hour resolution SLA, or they'll call you with a committed date.
Customer: That's what I wanted to hear.
Agent: To summarise: escalation raised on ORD-6377 for SLA breach and manager request, senior agent within 2 hours, 24-hour resolution target. Thank you for your patience, Anil, have a good day.",phone,Yes
CALL-1040,2026-08-14,Amit,replacement,inbound,7,"Agent: Hello, welcome to support chat, this is Amit. How can I help you today?
Customer: My wireless mouse died after eight days, it won't power on at all.
Agent: I'm sorry it failed that quickly. May I have your order ID and the name on the account?
Customer: ORD-9740, Pooja Malhotra.
Agent: Thank you, Pooja, verified. I'm raising this as a replacement request, and eight days is well inside our 90-day replacement window with your invoice on file.
Customer: Do I have to return the old one?
Agent: Yes, on the prepaid return label I'm emailing you, in the original packaging if you still have it.
Customer: I do. When will the new one arrive?
Agent: It's dispatched within 3-5 business days and you'll get a tracking number on dispatch.
Customer: And if this one fails too?
Agent: Only one replacement per order is allowed, so that would move to the repair team under the repair SLA. To summarise: replacement approved on ORD-9740, dispatch in 3-5 business days, prepaid label by email. Thanks for chatting with us, Pooja, have a great day.",chat,Yes
CALL-1041,2026-08-13,Priya,device,inbound,5,"Agent: Good morning, device support, Priya speaking. How can I help?
Customer: My tablet won't charge past 40 percent no matter how long I leave it plugged in.
Agent: Can I have your account name and order ID?
Customer: Girish Pandit, ORD-5188.
Agent: Found it. You're probably using a cheap third-party charger, aren't you?
Customer: No, it's the one that came in the box.
Agent: That's what everyone claims. It's a battery calibration thing, just drain it fully and stop worrying about it.
Customer: I've already tried that twice.
Agent: Then you clearly didn't do it properly. I'm emailing you the troubleshooting guide, actually read it this time.
Customer: There's no need to speak to me like that.
Agent: I'm logging it as a device support query. If it turns out to be the battery it goes to the repair team. Anything else? Right, goodbye.",phone,No
CALL-1042,2026-08-12,Sara,escalation,inbound,11,"Agent: Good afternoon, thank you for calling support, my name is Sara. How can I help you?
Customer: I've contacted you twice about a damaged delivery and nothing has been done.
Agent: I'm sorry you've had to chase this, twice is twice too many. May I have your order ID and the name on the account?
Customer: ORD-7455, Meenal Joshi.
Agent: Thank you, Meenal, verified. I can see both previous contacts closed without resolution, which meets our escalation trigger, so I'm raising a formal escalation now.
Customer: What changes once it's escalated?
Agent: A senior agent takes ownership within 2 hours and stays with the case until it's closed, instead of it passing between agents.
Customer: How will I know who has it?
Agent: You'll receive an email and an SMS with the escalation reference number and the senior agent's name.
Customer: And how long should I expect to wait?
Agent: The escalation team works to a 24-hour resolution SLA, and if that isn't achievable they'll call you with a status update and a committed date. To summarise: escalation raised on ORD-7455, senior agent within 2 hours, email and SMS confirmation, 24-hour target. Thank you for your patience, Meenal, have a good day.",phone,Yes
CALL-1043,2026-08-11,James,repair,inbound,10,"Agent: Good morning, repair services, James speaking. How may I help you today?
Customer: The touchscreen on my oven has gone completely unresponsive.
Agent: I'm sorry about that, an unresponsive control panel needs a technician rather than a home fix. Could you confirm your account name and registered mobile number?
Customer: Yusuf Sheikh, number ends 6207.
Agent: Thank you, Yusuf, verified. I'm booking this as a repair request, acknowledged within 24 hours with a repair ticket number.
Customer: How long before it's back in use?
Agent: A standard repair is completed within 7 business days from when the unit reaches our service centre.
Customer: The control board might need replacing though.
Agent: If it does and the part is sourced from the manufacturer, it's a complex repair of up to 14 business days, and I'd tell you as soon as it's reclassified.
Customer: Will I get updates in the meantime?
Agent: An SMS at every stage, and if we exceed the SLA you're entitled to a free temporary unit until yours returns. To summarise: repair ticket raised, 24-hour acknowledgement, 7 business day standard SLA, SMS updates throughout. Thank you for calling, Yusuf, have a good day.",phone,Yes
CALL-1044,2026-08-10,Rahul,logistics,inbound,6,"Agent: Your return is showing as not yet collected.
Customer: Hello? I was expecting a reply to my question about the refund.
Agent: Can you confirm the account name and order ID on the return?
Customer: Shreya Bhatt, ORD-8039.
Agent: Verified. The courier hasn't scanned it, so the return hasn't reached the warehouse.
Customer: I handed it over nine days ago with your prepaid label.
Agent: Then it may be delayed in transit. Lost-in-transit claims can be raised within 30 days of dispatch, so you're still inside the window.
Customer: Should I raise one now?
Agent: I'll log the claim. Once it's settled the refund is processed within 5-7 business days to your original payment method.
Customer: Thank you. Do I need to send you anything else, like the drop-off receipt?
Agent: Claim logged.",email,No
CALL-1045,2026-08-09,Amit,device,inbound,9,"Agent: Good afternoon, device support, this is Amit. How may I help you?
Customer: I've just bought your soundbar and I can't get it to pair with the TV.
Agent: I'm sorry the setup isn't going smoothly, let's work through it. Could you confirm your account name and registered email?
Customer: Kabir Menon, kabir.m@example.com.
Agent: Thank you, Kabir, verified. I'm logging this as a device setup request and I'm emailing our basic troubleshooting guide, which we send on first contact.
Customer: Is there something obvious I've missed?
Agent: Often the TV's audio output is still set to internal speakers. Let's switch it to HDMI ARC and re-run pairing.
Customer: That worked, sound is coming through now.
Agent: Excellent. For future reference, support hours are Monday to Saturday, 9 am to 6 pm, and as a premium customer you can request a remote screen share any time.
Customer: Good to know. What if the soundbar itself had been faulty?
Agent: A hardware fault beyond software support gets escalated to the repair team and follows the repair SLA. To summarise: pairing resolved via HDMI ARC, guide in your inbox. Thank you for calling, Kabir, have a great day.",phone,Yes
CALL-1046,2026-08-08,Priya,logistics,inbound,7,"Agent: Hi, welcome to support chat, my name is Priya. How can I help you today?
Customer: I want to return a coffee grinder but the prepaid label never arrived by email.
Agent: I'm sorry it didn't reach you, I'll get that sorted now. May I have your order ID and the email on the account?
Customer: ORD-6605, latha.s@example.com.
Agent: Thank you, Latha, verified. I'm handling this as a returns and logistics request and re-sending the prepaid return label to that address.
Customer: Should I just courier it myself instead? It's been a week.
Agent: Please don't, as self-paid courier charges aren't reimbursed when we've issued a prepaid label. The label should reach you within a few minutes.
Customer: Fine, I'll wait. Packing instructions?
Agent: Original packaging where possible, with all accessories included. I'll share the return tracking number the moment pickup is scheduled.
Customer: And the refund?
Agent: Within 5-7 business days of the item being received and inspected at the warehouse, to your original payment method. To summarise: label resent, original packaging preferred, tracking on pickup, refund within 5-7 business days. Thanks for chatting, Latha, have a lovely day.",chat,Yes
CALL-1047,2026-08-07,Sara,replacement,inbound,6,"Agent: Good morning, customer support, Sara speaking. How can I help you today?
Customer: I bought a food processor about five months ago and the bowl has cracked. I'd like a replacement.
Agent: Sorry to hear that. Sure, I can arrange a replacement for you.
Customer: Don't you need my order ID or the invoice?
Agent: Don't worry about it, I'll log it without.
Customer: Isn't there a time limit on replacements? It's definitely past five months.
Agent: There's a window, but I'll get it approved anyway and mark it as a manufacturing defect.
Customer: And when would it come?
Agent: I'll have it out to you within 48 hours.
Customer: Thank you, that's very helpful.
Agent: No problem at all. Thanks for calling and have a good day.",phone,No
CALL-1048,2026-08-06,James,escalation,outbound,10,"Agent: Good afternoon, this is James from customer support, calling about the case you raised last week. Is now a good time?
Customer: Yes, please go ahead.
Agent: Thank you. For security, could you confirm your account name and your repair ticket number?
Customer: Ipsita Mahanty, ticket RPR-5502.
Agent: Verified, thank you Ipsita. I'm calling because your repair has passed the 7 business day standard SLA, which is an automatic escalation trigger.
Customer: I was about to call you about exactly that.
Agent: I'm sorry it got to that point. I've raised a formal escalation and a senior agent will be assigned within 2 hours to own it through to closure.
Customer: What about the machine in the meantime?
Agent: Because the repair SLA was breached, you're entitled to a temporary replacement unit at no cost, which I'm arranging today.
Customer: And how will the escalation reach me?
Agent: An email and an SMS with the escalation reference and the senior agent's name, and the team works to a 24-hour resolution SLA. To summarise: escalation raised on RPR-5502, senior agent within 2 hours, temporary unit arranged, 24-hour resolution target. Thank you for your patience, Ipsita, have a good day.",phone,Yes
CALL-1049,2026-08-05,Rahul,repair,inbound,8,"Agent: Hello, welcome to service chat, this is Rahul. How can I help you today?
Customer: My electric scooter's brake lever has gone soft, it barely engages.
Agent: Thank you for flagging that, a brake fault is a safety issue so please stop riding it until it's looked at. May I have your order ID and the account name?
Customer: ORD-7930, Vinay Chandra.
Agent: Thank you, Vinay, verified. I'm booking this as a repair request and marking it safety-related, and you'll have an acknowledgement with a ticket number within 24 hours.
Customer: How long will the repair take?
Agent: A standard repair is 7 business days from when the unit reaches the service centre, with an SMS update at each stage.
Customer: And if the brake assembly has to be ordered in?
Agent: Then it's a complex repair of up to 14 business days, and I'll let you know the moment it's reclassified.
Customer: That's a long time to be without it.
Agent: If we exceed the SLA you're entitled to a free temporary unit. To summarise: safety-flagged repair booked on ORD-7930, 7 business day standard SLA, SMS updates throughout. Thanks for chatting with us, Vinay, have a good day.",chat,Yes
CALL-1050,2026-08-04,Amit,replacement,inbound,5,"Agent: Hi, support chat, Amit here. What's the problem?
Customer: The charging dock I received is missing the power adapter.
Agent: Are you sure you checked the whole box? This comes up constantly and it's usually under the foam.
Customer: I emptied the box completely, there's no adapter.
Agent: Can I get your order ID and account name?
Customer: ORD-8156, Tarun Reddy.
Agent: Found it. Look, packing errors are rare, but fine, I'll raise a replacement.
Customer: I'm not making it up.
Agent: Whatever you say. It's inside the 90-day window so it goes through, dispatch is 3-5 business days.
Customer: Do I need to send the dock back, and will I get a tracking number?
Agent: Amit has left the chat.",chat,No
